sample	segment_count	included
TCGA-66-2786-01	137	yes
TCGA-66-2787-01	196	yes
TCGA-66-2788-01	135	yes
TCGA-66-2789-01	189	yes
TCGA-66-2790-01	267	yes
TCGA-66-2791-01	156	yes
TCGA-66-2792-01	164	yes
TCGA-66-2793-01	443	yes
TCGA-66-2794-01	242	yes
TCGA-66-2795-01	254	yes
TCGA-66-2800-01	248	yes
TCGA-68-7755-01	212	yes
TCGA-68-7756-01	52	yes
TCGA-68-7757-01	79	yes
TCGA-68-8250-01	218	yes
TCGA-68-8251-01	153	yes
TCGA-68-A59I-01	126	yes
TCGA-68-A59J-01	180	yes
TCGA-6A-AB49-01	259	yes
TCGA-70-6722-01	149	yes
TCGA-70-6723-01	304	yes
TCGA-77-6842-01	132	yes
TCGA-77-6843-01	165	yes
TCGA-77-6844-01	99	yes
TCGA-77-6845-01	223	yes
TCGA-77-7138-01	192	yes
TCGA-77-7139-01	134	yes
TCGA-77-7140-01	427	yes
TCGA-77-7141-01	201	yes
TCGA-77-7142-01	219	yes
TCGA-77-7335-01	90	yes
TCGA-77-7337-01	147	yes
TCGA-77-7338-01	102	yes
TCGA-77-7463-01	116	yes
TCGA-77-7465-01	192	yes
TCGA-77-8007-01	116	yes
TCGA-77-8008-01	61	yes
TCGA-77-8009-01	402	yes
TCGA-77-8128-01	109	yes
TCGA-77-8130-01	153	yes
TCGA-77-8131-01	55	yes
TCGA-77-8133-01	90	yes
TCGA-77-8136-01	106	yes
TCGA-77-8138-01	52	yes
TCGA-77-8139-01	114	yes
TCGA-77-8140-01	177	yes
TCGA-77-8143-01	122	yes
TCGA-77-8144-01	164	yes
TCGA-77-8145-01	137	yes
TCGA-77-8148-01	200	yes
TCGA-77-8150-01	110	yes
TCGA-77-8153-01	237	yes
TCGA-77-8154-01	134	yes
TCGA-77-8156-01	100	yes
TCGA-77-A5FZ-01	48	yes
TCGA-77-A5G1-01	61	yes
TCGA-77-A5G3-01	207	yes
TCGA-77-A5G6-01	221	yes
TCGA-77-A5G7-01	111	yes
TCGA-77-A5G8-01	84	yes
TCGA-77-A5GB-01	50	yes
TCGA-77-A5GF-01	152	yes
TCGA-77-A5GH-01	222	yes
TCGA-79-5596-01	144	yes
TCGA-85-6175-01	96	yes
TCGA-85-6560-01	204	yes
TCGA-85-6561-01	79	yes
TCGA-85-6798-01	119	yes
TCGA-85-7696-01	108	yes
TCGA-85-7697-01	94	yes
TCGA-85-7698-01	139	yes
TCGA-85-7699-01	83	yes
TCGA-85-7710-01	104	yes
TCGA-85-7843-01	314	yes
TCGA-85-7844-01	101	yes
TCGA-85-7950-01	157	yes
TCGA-85-8048-01	84	yes
TCGA-85-8049-01	57	yes
TCGA-85-8052-01	80	yes
TCGA-85-8070-01	185	yes
TCGA-85-8071-01	201	yes
TCGA-85-8072-01	153	yes
TCGA-85-8276-01	377	yes
TCGA-85-8277-01	237	yes
TCGA-85-8287-01	150	yes
TCGA-85-8288-01	91	yes
TCGA-85-8350-01	145	yes
TCGA-85-8351-01	152	yes
TCGA-85-8352-01	196	yes
TCGA-85-8353-01	95	yes
TCGA-85-8354-01	350	yes
TCGA-85-8355-01	63	yes
TCGA-85-8479-01	144	yes
TCGA-85-8481-01	91	yes
TCGA-85-8580-01	83	yes
TCGA-85-8582-01	130	yes
TCGA-85-8584-01	102	yes
TCGA-85-8664-01	123	yes
TCGA-85-8666-01	93	yes
TCGA-85-A4CL-01	192	yes
TCGA-85-A4CN-01	102	yes
TCGA-85-A4JB-01	151	yes
TCGA-85-A4JC-01	79	yes
TCGA-85-A4PA-01	54	yes
TCGA-85-A4QQ-01	78	yes
TCGA-85-A4QR-01	193	yes
TCGA-85-A50M-01	131	yes
TCGA-85-A50Z-01	140	yes
TCGA-85-A510-01	119	yes
TCGA-85-A511-01	83	yes
TCGA-85-A512-01	145	yes
TCGA-85-A513-01	72	yes
TCGA-85-A53L-01	143	yes
TCGA-85-A5B5-01	133	yes
TCGA-90-6837-01	30	yes
TCGA-90-7766-01	102	yes
TCGA-90-7767-01	129	yes
TCGA-90-7769-01	123	yes
TCGA-90-7964-01	114	yes
TCGA-90-A4ED-01	61	yes
TCGA-90-A4EE-01	150	yes
TCGA-90-A59Q-01	88	yes
TCGA-92-7341-01	210	yes
TCGA-92-8063-01	169	yes
TCGA-92-8064-01	129	yes
TCGA-92-8065-01	183	yes
TCGA-94-7033-01	122	yes
TCGA-94-7557-01	240	yes
TCGA-94-7943-01	175	yes
TCGA-94-8035-01	133	yes
TCGA-94-8490-01	94	yes
TCGA-94-8491-01	164	yes
TCGA-94-A4VJ-01	162	yes
TCGA-94-A5I4-01	192	yes
TCGA-94-A5I6-01	91	yes
TCGA-96-7544-01	234	yes
TCGA-96-7545-01	105	yes
TCGA-96-8169-01	78	yes
TCGA-96-8170-01	68	yes
TCGA-96-A4JL-01	64	yes
TCGA-98-7454-01	35	yes
TCGA-98-8020-01	262	yes
TCGA-98-8021-01	127	yes
TCGA-98-8022-01	133	yes
TCGA-98-8023-01	116	yes
TCGA-98-A538-01	201	yes
TCGA-98-A539-01	82	yes
TCGA-98-A53A-01	257	yes
TCGA-98-A53B-01	192	yes
TCGA-98-A53C-01	45	yes
TCGA-98-A53D-01	43	yes
TCGA-98-A53I-01	84	yes
TCGA-98-A53J-01	77	yes
TCGA-J1-A4AH-01	222	yes
TCGA-L3-A4E7-01	70	yes
TCGA-L3-A524-01	420	yes
TCGA-LA-A446-01	230	yes
TCGA-LA-A7SW-01	528	yes
TCGA-MF-A522-01	169	yes
TCGA-NC-A5HD-01	178	yes
TCGA-NC-A5HE-01	114	yes
TCGA-NC-A5HF-01	163	yes
TCGA-NC-A5HG-01	180	yes
TCGA-NC-A5HH-01	193	yes
TCGA-NC-A5HI-01	136	yes
TCGA-NC-A5HJ-01	84	yes
TCGA-NC-A5HK-01	215	yes
TCGA-NC-A5HL-01	274	yes
TCGA-NC-A5HM-01	114	yes
TCGA-NC-A5HN-01	365	yes
TCGA-NC-A5HO-01	109	yes
TCGA-NC-A5HP-01	107	yes
TCGA-NC-A5HQ-01	145	yes
TCGA-NC-A5HR-01	126	yes
TCGA-NC-A5HT-01	149	yes
TCGA-NK-A5CR-01	110	yes
TCGA-NK-A5CT-01	90	yes
TCGA-NK-A5CX-01	69	yes
TCGA-NK-A7XE-01	137	yes
TCGA-O2-A52N-01	286	yes
TCGA-O2-A52Q-01	131	yes
TCGA-O2-A52S-01	249	yes
TCGA-O2-A52V-01	124	yes
TCGA-O2-A52W-01	68	yes
TCGA-O2-A5IB-01	133	yes
TCGA-XC-AA0X-01	129	yes
